"codigo","TUSS","TUSSxRol","procedimento","RN","Vigencia","OD","AMB","HCO","HSO","PAC","DUT","subgrupo","grupo","capitulo"
40316297,"Gastrina - pesquisa e/ou dosagem","SIM","GASTRINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316300,"Globulina de ligação de hormônios sexuais (SHBG) - pesquisa e/ou dosagem","SIM","GLOBULINA DE LIGAÇÃO DE HORMÔNIOS SEXUAIS (SHBG)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316319,"Globulina transportadora da tiroxina (TBG) - pesquisa e/ou dosagem","SIM","GLOBULINA TRANSPORTADORA DA TIROXINA (TBG)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316327,"Gonadotrófico coriônico, hormônio (HCG) - pesquisa e/ou dosagem","SIM","HORMÔNIO GONADOTRÓFICO CORIÔNICO QUANTITATIVO (HCG-BETA-HCG)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316335,"Hormônio luteinizante (LH) - pesquisa e/ou dosagem","SIM","HORMÔNIO LUTEINIZANTE (LH)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316343,"Imunoglobulina (IGE) - pesquisa e/ou dosagem","SIM","IGE TOTAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316351,"Índice de tiroxina livre (ITL) - pesquisa e/ou dosagem","SIM","ÍNDICE DE TIROXINA LIVRE (ITL)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316360,"Insulina - pesquisa e/ou dosagem","SIM","INSULINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316378,"Marcadores tumorais (CA 19.9, CA 125, CA 72-4, CA 15-3, etc.) cada - pesquisa e/ou dosagem","SIM","CA 125",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316378,"Marcadores tumorais (CA 19.9, CA 125, CA 72-4, CA 15-3, etc.) cada - pesquisa e/ou dosagem","SIM","CA 15-3",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316378,"Marcadores tumorais (CA 19.9, CA 125, CA 72-4, CA 15-3, etc.) cada - pesquisa e/ou dosagem","SIM","CA 19-9",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316378,"Marcadores tumorais (CA 19.9, CA 125, CA 72-4, CA 15-3, etc.) cada - pesquisa e/ou dosagem","SIM","CA 72-4",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316386,"Osteocalcina - pesquisa e/ou dosagem","SIM","OSTEOCALCINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316394,"Peptídeo C - pesquisa e/ou dosagem","SIM","PEPTÍDEO C",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316408,"Progesterona - pesquisa e/ou dosagem","SIM","PROGESTERONA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316416,"Prolactina - pesquisa e/ou dosagem","SIM","PROLACTINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316424,"PTH - pesquisa e/ou dosagem","SIM","PARATORMÔNIO - PTH",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316432,"Renina - pesquisa e/ou dosagem","SIM","RENINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316440,"Somatomedina C (IGF1) - pesquisa e/ou dosagem","SIM","SOMATOMEDINA C (IGF1)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316459,"Sulfato de dehidroepiandrosterona (S-DHEA) - pesquisa e/ou dosagem","SIM","SULFATO DE DEHIDROEPIANDROSTERONA (S-DHEA)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316467,"T3 livre - pesquisa e/ou dosagem","SIM","T3 LIVRE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316475,"T3 retenção - pesquisa e/ou dosagem","SIM","T3 RETENÇÃO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316483,"T3 reverso - pesquisa e/ou dosagem","SIM","T3 REVERSO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316491,"T4 livre - pesquisa e/ou dosagem","SIM","T4 LIVRE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316505,"Testosterona livre - pesquisa e/ou dosagem","SIM","TESTOSTERONA LIVRE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316513,"Testosterona total - pesquisa e/ou dosagem","SIM","TESTOSTERONA TOTAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316521,"Tireoestimulante, hormônio (TSH) - pesquisa e/ou dosagem","SIM","HORMÔNIO TIREOESTIMULANTE (TSH)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316530,"Tireoglobulina - pesquisa e/ou dosagem","SIM","TIREOGLOBULINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316548,"Tiroxina (T4) - pesquisa e/ou dosagem","SIM","TIROXINA (T4)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316556,"Triiodotironina (T3) - pesquisa e/ou dosagem","SIM","TRIIODOTIRONINA (T3)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316564,"Vasopressina (ADH) - pesquisa e/ou dosagem","SIM","HORMÔNIO ANTIDIURÉTICO (VASOPRESSINA)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316572,"Vitamina B12 - pesquisa e/ou dosagem","SIM","VITAMINA B12",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316580,"Adiponectina","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316599,"AMP cíclico nefrogênico na urina (24h)","SIM","AMP - CÍCLICO NEFROGÊNICO (SANGUE E URINA)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316602,"AMP cíclico nefrogênico na urina (amostra isolada)","SIM","AMP - CÍCLICO NEFROGÊNICO (SANGUE E URINA)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316610,"Anabolizantes esteróides na urina (amostra isolada)","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316629,"Androsterona","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316637,"Angiotensina II","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316645,"Anticorpos antinucleossomo, soro","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316653,"Antígenos prostático específico complexado, soro","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316661,"Aquaporina 4 (AQP4)","SIM","AQUAPORINA 4 (AQP4) - PESQUISA E/OU DOSAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO",NA,"117","IMUNOLOGIA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316670,"Capacidade de ligação da vitamina B12","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316688,"Corticosterona","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316696,"CRH","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316718,"Cromogranina A, soro","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316726,"Curva de peptídeo C e insulina","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316734,"Curva glicêmica (7 dosagens) via oral ou endovenosa ou potencializada","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316742,"DCB","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316750,"Dehidro rodamina teste de oxidação","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316769,"Deoxicorticosterona, dosagem","SIM","11-DESOXICORTICOSTERONA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316777,"Dosagem de 18 hidroxicortisterona","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316785,"Dosagem de ácido hipúrico em urina","SIM","ÁCIDO HIPÚRICO, AVALIAÇÃO DA EXPOSIÇÃO AO TOLUENO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"TOXICOLOGIA / MONITORIZAÇÃO TERAPÊUTICA","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316793,"Dosagem de ácido trans-mucônico em urina","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316807,"Fator de crescimento vascular endotelial (VEGF)","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316815,"Fator II de crescimento, símile a insulina","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316823,"Fator liberador hormônio do crescimento GH","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316831,"Glicose após estímulo/glucagon","SIM","GLICOSE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316840,"Glicosuria fracionada (4 dosagens)","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316858,"Globulina ligadora do cortisol","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316866,"Gonadotrofina coriônica - hemaglutinação ou látex","SIM","HORMÔNIO GONADOTRÓFICO CORIÔNICO QUANTITATIVO (HCG-BETA-HCG)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316874,"HGH estímulo com exercício e clonidina, HGH","SIM","HORMÔNIO DO CRESCIMENTO (HGH)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316882,"Hipoglicemiantes (sulfonilurea painel)","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316890,"Hormônio anti muleriano","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316904,"Hormônio estimulador do alfa melanócito","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316912,"ICA 512","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316920,"IGFBP-1","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316939,"IGFBP-2","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316947,"Índice de recuperação da tireoglobulina","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316955,"Insulina livre","SIM","INSULINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316963,"Insulina total e livre","SIM","INSULINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40316971,"Megateste","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40316998,"Melatonina (sangue)","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317013,"Monitorização de glicose 1 dia","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317021,"Monitorização de glicose 2 dias","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317030,"Monitorização de glicose 3 dias","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317056,"Pregnenolona, dosagem","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317064,"Pró-insulina","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317072,"Proteína ligadora hormônio de crescimento GH","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317080,"Prova de sobrecarga de glicose para insulina","SIM","GLICEMIA APÓS SOBRECARGA COM GLICOSE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317099,"Receptor fator de crescimento epidermal","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317102,"Sub-unidade Alfa hormônios glicoproteicos","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317110,"Sub-unidade Beta da gonadotrofina coriônica livre","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317129,"Teste com ACTH para dosagem de DHEA","SIM","DEHIDROEPIANDROSTERONA (DHEA)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317137,"Teste com cálcio para dosar calcitonina (Calcitonina após estímulo com cálcio)","SIM","CALCITONINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317145,"Teste com cortrosina para 17 alfa hidroxiprogesterona","SIM","17-ALFA-HIDROXIPROGESTERONA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317153,"Teste com estímulo para renina após captopril","SIM","RENINA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317161,"Teste de estímulo com cortrosina para11 desoxicortisol","SIM","COMPOSTO S (11 - DESOXICORTISOL)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317170,"Teste de estímulo com TRH para dosagem de GH","SIM","HORMÔNIO DO CRESCIMENTO (HGH)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317188,"Teste de estímulo do GH pela insulina (4 dosagens de GH)","SIM","HORMÔNIO DO CRESCIMENTO (HGH)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317196,"Teste de estímulo do GH pelo exercício (cada dosagem de GH)","SIM","HORMÔNIO DO CRESCIMENTO (HGH)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317200,"Teste de estímulo do GH pelo glucagon (4 dosagens de GH)","SIM","HORMÔNIO DO CRESCIMENTO (HGH)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317218,"Teste de reserva funcional com l-arginina","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317226,"Teste de supressão do GH pela sobrecarga de glicose (cada dosagem de GH)","SIM","HORMÔNIO DO CRESCIMENTO (HGH)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317234,"Tetrahidroaldosterona","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317242,"TRH, dosagem do","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317250,"Curva insulínica e glicêmica clássica","SIM","CURVA INSULÍNICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317250,"Curva insulínica e glicêmica clássica","SIM","CURVA GLICÊMICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317269,"Curva insulínica e glicêmica (2 dosagens)","SIM","CURVA INSULÍNICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317269,"Curva insulínica e glicêmica (2 dosagens)","SIM","CURVA GLICÊMICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317277,"Curva insulínica e glicêmica (3 dosagens)","SIM","CURVA INSULÍNICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317277,"Curva insulínica e glicêmica (3 dosagens)","SIM","CURVA GLICÊMICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317285,"Curva insulínica e glicêmica (4 dosagens)","SIM","CURVA INSULÍNICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317285,"Curva insulínica e glicêmica (4 dosagens)","SIM","CURVA GLICÊMICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317293,"Curva insulínica e glicêmica (5 dosagens)","SIM","CURVA INSULÍNICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317293,"Curva insulínica e glicêmica (5 dosagens)","SIM","CURVA GLICÊMICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317307,"Curva insulínica e glicêmica (7 dosagens)","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317315,"Curva insulínica e glicêmica (8 dosagens)","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317323,"Curva insulínica e glicêmica (9 dosagens)","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317331,"Curva glicêmica prolongada (7 dosagens)","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317340,"C-Telopeptídeo","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317366,"Grelina, polipeptídeo liberador da gastrina, dosagem","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317374,"Cortisol ritmo (2 dosagens)","SIM","CORTISOL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317382,"Testosterona na saliva, dosagem","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40317390,"Curva insulínica e glicêmica (6 dosagens)","SIM","CURVA GLICÊMICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40317390,"Curva insulínica e glicêmica (6 dosagens)","SIM","CURVA INSULÍNICA (6 DOSAGENS)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"ENDOCRINOLOGIA LABORATORIAL","PROCEDIMENTOS LABORATORIAIS","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
